ticket_id,text,channel,category
TCK002766,hi teh annual fee of £390.34 was applied twice to my statement,app,billing
TCK002767,dear team there are 2 transactions I do not recognise please block the card!!,app,fraud_dispute
TCK002768,HI TEAM WHY WAS I CHARGED £365.84 THIS MONTH WHEN MY PLAN IS FIXED THANKS,app,billing
TCK002769,IS THERE A FEE FOR WITHDRAWING CASH ABROAD.,app,general_enquiry
TCK002770,hello do you offer joint accounts for students regards,email,general_enquiry
TCK002771,"hi team locked out after three attempts, need my password reset many thanks",web,account_access
TCK002772,DEAR TEAM THE ANNUAL FEE OF £743.43 WAS APPLIED TWICE TO MY STATEMENT REGARDS,app,billing
TCK002773,dear team what is the early settlement figure for my loan account!!,app,loan_servicing
TCK002774,"hello duplicate direct debit taken, need a refund of £453.25 thanks",app,billing
TCK002775,dear team do you offer joint accounts for students many thanks,app,general_enquiry
TCK002776,"hi unauthorised payment of £151.43 showing on statement, card was in my wallet",app,fraud_dispute
TCK002777,hello please explain the interest charge on my last statement regards,app,billing
TCK002778,hello please explain teh interest charge on my last statement many thanks,app,billing
TCK002779,"DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £484.13.",email,billing
TCK002780,"good morning unauthorised payment of £22.10 showing on statement, card was in my wallet thanks",app,complaint
TCK002781,DEAR TEAM I WANT TO MAKE AN OVERPAYMENT OF £253.14 ON MY LOAN!!,app,loan_servicing
TCK002782,hi team something is wrong with my statement,phone_transcript,billing
TCK002783,how do I order a replacement card for a lost one thanks,app,general_enquiry
TCK002784,"DEAR TEAM CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID PLEASE HELP",app,account_access
TCK002785,"hi cannot log in to the app, it says my credentials are invalid",email,account_access
TCK002786,"hello unauthorised payment of £346.12 showing on statement, card was in my wallet thanks",email,fraud_dispute
TCK002787,hello the one time passcode never arrives on my phone.,email,account_access
TCK002788,hi team how do I order a replacement card for a lost one regards,web,general_enquiry
TCK002789,dear team the annual fee of £808.78 was applied twice to my statement regards,app,billing
TCK002790,dear team what documents do I need to update my address!!,web,general_enquiry
TCK002791,hello what documents do I need to update my address please help,web,general_enquiry
TCK002792,hello please explain the interest charge on my last statement regards,app,general_enquiry
TCK002793,"good morning please review my account, the numbers look wrong.",web,fraud_dispute
TCK002794,"HELLO CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID REGARDS",app,account_access
TCK002795,dear team can I change my monthly instalment date to the 5th thanks,email,loan_servicing
TCK002796,HI TEAM I WAS BILLED £833.51 AFTER I ALREADY CANCELLED THE SERVICE REGARDS,app,billing
TCK002797,hi do you offer joint accounts for students please help,email,general_enquiry
TCK002798,"good morning duplicate direct debit taken, need a refund of £293.25 thanks",email,complaint
TCK002799,"good morning please review my account, the numbers look wrong regards",email,account_access
TCK002800,hi teh annual fee of £822.17 was applied twice to my statement.,web,billing
TCK002801,I was billed £197.88 after I already cancelled the service thanks,phone_transcript,billing
TCK002802,"unauthorised payment of £413.94 showing on statement, card was in my wallet.",app,fraud_dispute
TCK002803,GOOD MORNING WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT!!,email,loan_servicing
TCK002804,"good morning payment issue on my account, need this sorted today thanks",web,billing
TCK002805,dear team the annual fee of £189.84 was applied twice to my statement many thanks,app,billing
TCK002806,HELLO THE AMOUNT IS NOT WHAT I EXPECTED,phone_transcript,account_access
TCK002807,"hi team my account was compromised after a phishing text, £259.66 is missing many thanks",web,fraud_dispute
TCK002808,hi I have been waiting 4 weeks for a response and this is unacceptable.,app,complaint
TCK002809,GOOD MORNING THE ANNUAL FEE OF £261.88 WAS APPLIED TWICE TO MY STATEMENT THANKS,email,billing
TCK002810,good morning my username is not recognised even though the acount is active thanks,app,account_access
TCK002811,dear team I want to make an overpayment of £46.02 on my loan thanks,app,loan_servicing
TCK002812,WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT,email,loan_servicing
TCK002813,hi the one time passcode never arrives on my phone.,app,account_access
TCK002814,dear team my username is not recognised even though the account is active,email,account_access
TCK002815,hi team the branch staff were rude and refused to escalate my case!,app,complaint
TCK002816,"good morning someone used my debit card at AMZN MKTPLACE, I want a chargeback thanks",app,fraud_dispute
TCK002817,dear team is there a fee for withdrawing cash abroad thanks,email,general_enquiry
TCK002818,GOOD MORNING WHAT DOCUMENTS DO I NEED TO UPDATE MY ADDRESS MANY THANKS,email,general_enquiry
TCK002819,"please review my account, the numbers look wrong",phone_transcript,billing
TCK002820,hello biometric login stopped working after the latest update.,app,account_access
TCK002821,dear team money missing from my account!,web,account_access
TCK002822,what are your branch opening hours on a saturday regards,email,general_enquiry
TCK002823,good morning my username is not recognised even though teh acount is active!!,phone_transcript,account_access
TCK002824,good morning biometric login stopped working after the latest update.,web,account_access
TCK002825,"hi cannot log in to the app, it says my credentials are invalid regards",app,account_access
TCK002826,GOOD MORNING I HAVE BEEN WAITING 3 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE.,app,complaint
TCK002827,good morning do you offer joint accounts for students,web,general_enquiry
TCK002828,"good morning my account was compromised after a phishing text, £518.91 is missing thanks",app,fraud_dispute
TCK002829,hello do you offer joint acounts for students!!,app,general_enquiry
TCK002830,"HELLO MY CARD IS NOT WORKING, WHAT DO I DO",app,general_enquiry
TCK002831,"hello payment issue on my account, need this sorted today",email,loan_servicing
TCK002832,hi team can I change my monthly instalment date to the 8th.,web,loan_servicing
TCK002833,hi what is the early settlement figure for my loan account thanks,app,loan_servicing
TCK002834,"dear team someone used my debit card at UBER TRIP, I want a chargeback many thanks",app,fraud_dispute
TCK002835,HI TEAM THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE REGARDS,app,account_access
TCK002836,hi team how do I order a replacement card for a lost one!!,app,general_enquiry
TCK002837,"hello cannot log in to the app, it says my credentials are invalid please help",email,account_access
TCK002838,hi money missing from my account.,email,account_access
TCK002839,good morning the annual fee of £259.97 was applied twice to my statement please help,phone_transcript,billing
TCK002840,hi what is the early settlement figure for my loan account many thanks,email,loan_servicing
TCK002841,"good morning duplicate direct debit taken, need a refund of £117.20.",app,billing
TCK002842,hello biometric login stopped working after the latest update many thanks,phone_transcript,account_access
TCK002843,"good morning locked out after three attempts, need my password reset many thanks",email,account_access
TCK002844,dear team the branch staff were rude and refused to escalate my case please help,app,complaint
TCK002845,HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE THANKS,phone_transcript,general_enquiry
TCK002846,hello my username is not recognised even though the acount is active,app,account_access
TCK002847,good morning need help with a charge on my account!,email,general_enquiry
TCK002848,DEAR TEAM THE ANNUAL FEE OF £215.01 WAS APPLIED TWICE TO MY STATEMENT THANKS,email,billing
TCK002849,dear team how do I order a replacement card for a lost one please help,app,general_enquiry
TCK002850,hi team there are 6 transactions I do not recognise please block the card,app,fraud_dispute
TCK002851,"good morning issue with my payment, second time asking.",app,complaint
TCK002852,"DEAR TEAM MY CARD IS NOT WORKING, WHAT DO I DO MANY THANKS",web,fraud_dispute
TCK002853,good morning the annual fee of £192.60 was applied twice to my statement!,app,billing
TCK002854,good morning biometric login stopped working after the latest update,web,account_access
TCK002855,hi team is there a fee for withdrawing cash abroad regards,web,loan_servicing
TCK002856,HELLO I HAVE BEEN WAITING 5 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE THANKS,app,complaint
TCK002857,"locked out after three attempts, need my password reset.",app,account_access
TCK002858,I DID NOT AUTHORISE THE £17.85 CHARGE FROM APPLE.COM/BILL ON MY CARD!!,app,fraud_dispute
TCK002859,biometric login stopped working after the latest update.,app,account_access
TCK002860,can I change my monthly instalment date to the 6th many thanks,web,loan_servicing
TCK002861,dear team what are your branch opening hours on a saturday many thanks,phone_transcript,general_enquiry
TCK002862,hello the amount is not what I expected many thanks,app,account_access
TCK002863,"hi payment issue on my account, need this sorted today.",email,account_access
TCK002864,good morning biometric login stopped working after teh latest update please help,email,account_access
TCK002865,good morning biometric login stopped working after teh latest update thanks,email,account_access
TCK002866,"good morning locked out after three attempts, need my password reset.",app,account_access
TCK002867,hi team my username is not recognised even though the account is active please help,app,complaint
TCK002868,hi what is the early settlement figure for my loan account!,app,loan_servicing
TCK002869,HELLO BIOMETRIC LOGIN STOPPED WORKING AFTER THE LATEST UPDATE.,email,loan_servicing
TCK002870,"dear team unauthorised payment of £690.44 showing on statement, card was in my wallet.",web,fraud_dispute
TCK002871,"hi please review my account, the numbers look wrong thanks",web,account_access
TCK002872,what is the early settlement figure for my loan account regards,app,complaint
TCK002873,what documents do I need to update my address thanks,email,general_enquiry
TCK002874,"good morning my direct debit for teh loan failed, how do I catch up",email,loan_servicing
TCK002875,hi need help with a charge on my account many thanks,email,general_enquiry
TCK002876,"hello my card is not working, what do I do",web,loan_servicing
TCK002877,"duplicate direct debit taken, need a refund of £44.09!",app,billing
TCK002878,good morning how do I order a replacement card for a lost one regards,app,general_enquiry
TCK002879,hi team teh one time passcode never arrives on my phone please help,app,account_access
TCK002880,"HI TEAM MY CARD IS NOT WORKING, WHAT DO I DO!",web,complaint
TCK002881,hi team I was billed £838.60 after I already cancelled the service,phone_transcript,billing
TCK002882,HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE REGARDS,app,general_enquiry
TCK002883,"hi team payment issue on my account, need this sorted today many thanks",app,billing
TCK002884,"good morning payment issue on my account, need this sorted today please help",email,general_enquiry
TCK002885,dear team I have been waiting 8 weeks for a response and this is unacceptable.,app,complaint
TCK002886,"DEAR TEAM MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP MANY THANKS",web,loan_servicing
TCK002887,GOOD MORNING WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT THANKS,app,loan_servicing
TCK002888,"dear team my acount was compromised after a phishing text, £127.37 is missing many thanks",phone_transcript,fraud_dispute
TCK002889,"my direct debit for the loan failed, how do I catch up please help",app,loan_servicing
TCK002890,hi there are 8 transactions I do not recognise please block the card thanks,web,fraud_dispute
TCK002891,"good morning my card is not working, what do I do.",email,complaint
TCK002892,what documents do I need to update my address!,web,general_enquiry
TCK002893,hi what are your branch opening hours on a saturday please help,app,general_enquiry
TCK002894,please explain teh interest charge on my last statement.,email,billing
TCK002895,hello what is the early settlement figure for my loan acount!,app,loan_servicing
TCK002896,"HI TEAM MY ACCOUNT WAS COMPROMISED AFTER A PHISHING TEXT, £434.32 IS MISSING REGARDS",web,fraud_dispute
TCK002897,good morning do you offer joint acounts for students.,app,general_enquiry
TCK002898,good morning there is a problem with my account please call me.,app,loan_servicing
TCK002899,dear team what is the early settlement figure for my loan account,app,loan_servicing
TCK002900,good morning the annual fee of £299.95 was applied twice to my statement,app,billing
TCK002901,hello can someone look at my account urgently.,web,account_access
TCK002902,"dear team unauthorised payment of £393.96 showing on statement, card was in my wallet!!",app,fraud_dispute
TCK002903,hi team how do I order a replacement card for a lost one please help,phone_transcript,general_enquiry
TCK002904,"GOOD MORNING THIRD TIME RAISING THIS ISSUE, NOBODY HAS CALLED ME BACK!!",app,complaint
TCK002905,GOOD MORNING THERE ARE 4 TRANSACTIONS I DO NOT RECOGNISE PLEASE BLOCK THE CARD PLEASE HELP,email,fraud_dispute
TCK002906,"hello cannot log in to the app, it says my credentials are invalid!",web,account_access
TCK002907,good morning my username is not recognised even though teh account is active many thanks,web,account_access
TCK002908,good morning why was I charged £62.68 this month when my plan is fixed!,email,billing
TCK002909,HI THE ANNUAL FEE OF £564.00 WAS APPLIED TWICE TO MY STATEMENT REGARDS,app,billing
TCK002910,hi team the one time passcode never arrives on my phone.,app,account_access
TCK002911,is there a fee for withdrawing cash abroad!!,app,general_enquiry
TCK002912,"HI MY CARD IS NOT WORKING, WHAT DO I DO!!",app,general_enquiry
TCK002913,"dear team my account was compromised after a phishing text, £198.67 is missing!",phone_transcript,fraud_dispute
TCK002914,DEAR TEAM I DID NOT AUTHORISE THE £533.75 CHARGE FROM RYANAIR ON MY CARD REGARDS,app,fraud_dispute
TCK002915,HI TEAM DO YOU OFFER JOINT ACCOUNTS FOR STUDENTS,email,general_enquiry
TCK002916,hi team why was I charged £187.12 this month when my plan is fixed!,email,billing
TCK002917,"GOOD MORNING MY ACCOUNT WAS COMPROMISED AFTER A PHISHING TEXT, £10.53 IS MISSING",web,fraud_dispute
TCK002918,"locked out after three attempts, need my password reset",email,account_access
TCK002919,hi team can I change my monthly instalment date to the 5th please help,app,loan_servicing
TCK002920,hello requesting a payment holiday for 7 months on my loan thanks,web,loan_servicing
TCK002921,dear team the one time passcode never arrives on my phone!,phone_transcript,account_access
TCK002922,hello do you offer joint accounts for students please help,app,general_enquiry
TCK002923,hi why was I charged £668.25 this month when my plan is fixed thanks,email,billing
TCK002924,dear team why was I charged £689.74 this month when my plan is fixed,app,billing
TCK002925,"hi unauthorised payment of £106.83 showing on statement, card was in my wallet regards",phone_transcript,fraud_dispute
TCK002926,"DEAR TEAM THIRD TIME RAISING THIS ISSUE, NOBODY HAS CALLED ME BACK!",web,complaint
TCK002927,HELLO THE ANNUAL FEE OF £101.40 WAS APPLIED TWICE TO MY STATEMENT!,app,billing
TCK002928,"dear team unauthorised payment of £34.06 showing on statement, card was in my wallet regards",app,fraud_dispute
TCK002929,HI TEAM I WAS BILLED £156.50 AFTER I ALREADY CANCELLED THE SERVICE!!,web,billing
TCK002930,good morning do you offer joint accounts for students many thanks,email,general_enquiry
TCK002931,good morning the annual fee of £861.42 was applied twice to my statement many thanks,web,billing
TCK002932,HELLO IS THERE A FEE FOR WITHDRAWING CASH ABROAD REGARDS,app,general_enquiry
TCK002933,"HI TEAM DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £375.73 REGARDS",email,billing
TCK002934,dear team I was billed £565.19 after I already cancelled the service!!,web,billing
TCK002935,hello why was I charged £657.19 this month when my plan is fixed!,email,billing
TCK002936,HI I DID NOT AUTHORISE THE £687.63 CHARGE FROM AMZN MKTPLACE ON MY CARD!,email,fraud_dispute
TCK002937,"hi this is teh worst service I have received, I am moving my accounts!!",app,complaint
TCK002938,"dear team my direct debit for the loan failed, how do I catch up.",app,loan_servicing
TCK002939,DEAR TEAM DO YOU OFFER JOINT ACCOUNTS FOR STUDENTS.,email,general_enquiry
TCK002940,"HI MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP REGARDS",app,fraud_dispute
TCK002941,hi team how do I order a replacement card for a lost one regards,email,general_enquiry
TCK002942,can I change my monthly instalment date to the 6th!,app,loan_servicing
TCK002943,good morning can someone look at my account urgently!,phone_transcript,billing
TCK002944,hi team what is teh early settlement figure for my loan account please help,web,loan_servicing
TCK002945,good morning how do I order a replacement card for a lost one.,app,general_enquiry
TCK002946,HELLO PLEASE EXPLAIN THE INTEREST CHARGE ON MY LAST STATEMENT.,app,billing
TCK002947,hi I was billed £18.35 after I already cancelled the service thanks,app,billing
TCK002948,hello I want to make an overpayment of £626.80 on my loan!!,email,loan_servicing
TCK002949,HI THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE!!,app,account_access
TCK002950,can I change my monthly instalment date to the 6th many thanks,phone_transcript,loan_servicing
TCK002951,good morning what is teh early settlement figure for my loan account regards,app,loan_servicing
TCK002952,good morning how do I order a replacement card for a lost one please help,app,general_enquiry
TCK002953,dear team my username is not recognised even though the account is active!!,email,account_access
TCK002954,HELLO I DID NOT AUTHORISE THE £60.25 CHARGE FROM RYANAIR ON MY CARD REGARDS,web,fraud_dispute
TCK002955,WHY WAS I CHARGED £802.75 THIS MONTH WHEN MY PLAN IS FIXED REGARDS,web,billing
TCK002956,"good morning duplicate direct debit taken, need a refund of £606.55!!",web,billing
TCK002957,"duplicate direct debit taken, need a refund of £53.22 thanks",web,billing
TCK002958,HELLO WHAT ARE YOUR BRANCH OPENING HOURS ON A SATURDAY!!,app,general_enquiry
TCK002959,hello how do I order a replacement card for a lost one!!,app,general_enquiry
TCK002960,hello I was billed £437.65 after I already cancelled the service!!,phone_transcript,billing
TCK002961,hi need help with a charge on my account.,email,general_enquiry
TCK002962,hi team how do I order a replacement card for a lost one!,phone_transcript,general_enquiry
TCK002963,DEAR TEAM MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE!!,email,account_access
TCK002964,"good morning someone used my debit card at AMZN MKTPLACE, I want a chargeback.",web,fraud_dispute
TCK002965,hi do you offer joint accounts for students.,app,general_enquiry
TCK002966,can I change my monthly instalment date to the 4th,phone_transcript,loan_servicing
TCK002967,do you offer joint accounts for students regards,email,general_enquiry
TCK002968,"DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £548.77 MANY THANKS",email,billing
TCK002969,"hello this is teh worst service I have received, I am moving my accounts",phone_transcript,complaint
TCK002970,hi need help with a charge on my account.,app,account_access
TCK002971,"UNAUTHORISED PAYMENT OF £368.86 SHOWING ON STATEMENT, CARD WAS IN MY WALLET!!",app,fraud_dispute
TCK002972,"good morning this is the worst service I have received, I am moving my accounts thanks",email,complaint
TCK002973,"dear team payment issue on my account, need this sorted today please help",app,fraud_dispute
TCK002974,"dear team payment issue on my account, need this sorted today!!",email,fraud_dispute
TCK002975,"hello duplicate direct debit taken, need a refund of £92.67",app,billing
TCK002976,hi my username is not recognised even though the account is active!!,app,account_access
TCK002977,"hello my direct debit for the loan failed, how do I catch up!",email,loan_servicing
TCK002978,"hello my direct debit for the loan failed, how do I catch up.",email,loan_servicing
TCK002979,hi team there are 8 transactions I do not recognise please block the card!,app,fraud_dispute
TCK002980,I did not authorise the £558.82 charge from UBER TRIP on my card thanks,app,fraud_dispute
TCK002981,hello money missing from my account.,email,fraud_dispute
TCK002982,"DEAR TEAM PLEASE REVIEW MY ACCOUNT, THE NUMBERS LOOK WRONG REGARDS",phone_transcript,billing
TCK002983,DEAR TEAM MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE PLEASE HELP,app,account_access
TCK002984,hello is there a fee for withdrawing cash abroad please help,phone_transcript,general_enquiry
TCK002985,IS THERE A FEE FOR WITHDRAWING CASH ABROAD THANKS,app,general_enquiry
TCK002986,hello I want to make an overpayment of £462.45 on my loan regards,app,loan_servicing
TCK002987,good morning I did not authorise the £600.23 charge from APPLE.COM/BILL on my card many thanks,app,fraud_dispute
TCK002988,REQUESTING A PAYMENT HOLIDAY FOR 5 MONTHS ON MY LOAN,email,loan_servicing
TCK002989,DEAR TEAM PLEASE EXPLAIN THE INTEREST CHARGE ON MY LAST STATEMENT PLEASE HELP,app,billing
TCK002990,hello I want to make an overpayment of £809.07 on my loan many thanks,app,loan_servicing
TCK002991,"HI TEAM UNAUTHORISED PAYMENT OF £725.36 SHOWING ON STATEMENT, CARD WAS IN MY WALLET!!",email,fraud_dispute
TCK002992,"hello duplicate direct debit taken, need a refund of £336.70 regards",email,billing
TCK002993,hello teh amount is not what I expected!,web,fraud_dispute
TCK002994,dear team I have been waiting 4 weeks for a response and this is unacceptable regards,app,complaint
TCK002995,"hello my direct debit for the loan failed, how do I catch up.",app,loan_servicing
TCK002996,hi team what are your branch opening hours on a saturday!,web,general_enquiry
TCK002997,good morning requesting a payment holiday for 8 months on my loan please help,app,loan_servicing
TCK002998,GOOD MORNING IS THERE A FEE FOR WITHDRAWING CASH ABROAD REGARDS,app,general_enquiry
TCK002999,hello what are your branch opening hours on a saturday!!,email,general_enquiry
TCK003000,HELLO HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE.,app,general_enquiry
TCK003001,GOOD MORNING I HAVE BEEN WAITING 7 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE MANY THANKS,app,complaint
TCK003002,good morning do you offer joint accounts for students many thanks,app,general_enquiry
TCK003003,"duplicate direct debit taken, need a refund of £509.30 please help",email,billing
TCK003004,hello what is teh early settlement figure for my loan acount!!,email,loan_servicing
TCK003005,hello the annual fee of £567.53 was applied twice to my statement many thanks,app,billing
TCK003006,DEAR TEAM WHAT DOCUMENTS DO I NEED TO UPDATE MY ADDRESS,app,complaint
TCK003007,there are 7 transactions I do not recognise please block the card!,web,fraud_dispute
TCK003008,hi team I did not authorise the £677.67 charge from RYANAIR on my card!,app,fraud_dispute
TCK003009,hello what documents do I need to update my address thanks,email,general_enquiry
TCK003010,"hi duplicate direct debit taken, need a refund of £543.12 regards",web,billing
TCK003011,HI I WAS BILLED £722.04 AFTER I ALREADY CANCELLED THE SERVICE REGARDS,phone_transcript,billing
TCK003012,"HI PLEASE REVIEW MY ACCOUNT, THE NUMBERS LOOK WRONG MANY THANKS",phone_transcript,general_enquiry
TCK003013,hello please explain the interest charge on my last statement please help,phone_transcript,billing
TCK003014,hi requesting a payment holiday for 4 months on my loan thanks,email,loan_servicing
TCK003015,hello I have been waiting 3 weeks for a response and this is unacceptable regards,email,general_enquiry
TCK003016,dear team I want to make an overpayment of £242.50 on my loan many thanks,phone_transcript,loan_servicing
TCK003017,GOOD MORNING MONEY MISSING FROM MY ACCOUNT PLEASE HELP,email,billing
TCK003018,"hello this is the worst service I have received, I am moving my acounts.",email,complaint
TCK003019,good morning please explain the interest charge on my last statement!!,phone_transcript,billing
TCK003020,HI TEAM I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE!!,app,complaint
TCK003021,good morning what is the early settlement figure for my loan account please help,app,general_enquiry
TCK003022,dear team I did not authorise the £655.33 charge from STEAM GAMES on my card.,phone_transcript,fraud_dispute
TCK003023,HELLO WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT.,app,loan_servicing
TCK003024,"hi payment issue on my account, need this sorted today!",app,general_enquiry
TCK003025,good morning biometric login stopped working after the latest update,app,account_access
TCK003026,hi what documents do I need to update my address.,email,general_enquiry
TCK003027,HELLO THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE,app,account_access
TCK003028,"HELLO MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP.",app,loan_servicing
TCK003029,"hi team issue with my payment, second time asking!!",email,account_access
TCK003030,hello money missing from my account many thanks,app,billing
TCK003031,why was I charged £238.04 this month when my plan is fixed thanks,email,billing
TCK003032,HI THE AMOUNT IS NOT WHAT I EXPECTED!,app,fraud_dispute
TCK003033,how do I order a replacement card for a lost one.,web,general_enquiry
TCK003034,hello why was I charged £217.44 this month when my plan is fixed.,app,billing
TCK003035,good morning please explain teh interest charge on my last statement,phone_transcript,billing
TCK003036,HELLO I HAVE BEEN WAITING 7 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE,email,complaint
TCK003037,HELLO DO YOU OFFER JOINT ACCOUNTS FOR STUDENTS!!,app,general_enquiry
TCK003038,WHY WAS I CHARGED £428.74 THIS MONTH WHEN MY PLAN IS FIXED THANKS,phone_transcript,billing
TCK003039,hi team how do I order a replacement card for a lost one regards,phone_transcript,general_enquiry
TCK003040,hi requesting a payment holiday for 7 months on my loan many thanks,email,loan_servicing
TCK003041,good morning there is a problem with my account please call me,email,complaint
TCK003042,"DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £895.51 THANKS",email,billing
TCK003043,why was I charged £895.72 this month when my plan is fixed,web,billing
TCK003044,dear team I did not authorise the £316.42 charge from UBER TRIP on my card!!,email,fraud_dispute
TCK003045,"hi team my account was compromised after a phishing text, £410.40 is missing.",email,fraud_dispute
TCK003046,HI WHY WAS I CHARGED £876.42 THIS MONTH WHEN MY PLAN IS FIXED.,app,billing
TCK003047,"good morning someone used my debit card at STEAM GAMES, I want a chargeback regards",email,fraud_dispute
TCK003048,"hi my direct debit for teh loan failed, how do I catch up many thanks",email,loan_servicing
TCK003049,HI TEAM WHAT DOCUMENTS DO I NEED TO UPDATE MY ADDRESS!!,app,general_enquiry
TCK003050,"HELLO THIRD TIME RAISING THIS ISSUE, NOBODY HAS CALLED ME BACK.",web,complaint
TCK003051,"my card is not working, what do I do.",web,general_enquiry
TCK003052,"HI TEAM PLEASE REVIEW MY ACCOUNT, THE NUMBERS LOOK WRONG!",app,general_enquiry
TCK003053,"dear team please review my account, the numbers look wrong!",phone_transcript,loan_servicing
TCK003054,hello I was billed £833.05 after I already cancelled the service!!,app,billing
TCK003055,HELLO MONEY MISSING FROM MY ACCOUNT.,app,billing
TCK003056,how do I order a replacement card for a lost one!!,app,general_enquiry
TCK003057,"someone used my debit card at AMZN MKTPLACE, I want a chargeback",app,fraud_dispute
TCK003058,can someone look at my acount urgently!,email,general_enquiry
TCK003059,hello please explain the interest charge on my last statement regards,app,billing
TCK003060,why was I charged £845.45 this month when my plan is fixed,phone_transcript,billing
TCK003061,can I change my monthly instalment date to the 7th!,phone_transcript,loan_servicing
TCK003062,hi money missing from my account thanks,email,account_access
TCK003063,WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT,app,loan_servicing
TCK003064,HI TEAM NEED HELP WITH A CHARGE ON MY ACCOUNT REGARDS,web,loan_servicing
TCK003065,dear team my username is not recognised even though the account is active,app,account_access
TCK003066,"dear team locked out after three attempts, need my password reset!!",app,account_access
TCK003067,HELLO WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT THANKS,phone_transcript,loan_servicing
TCK003068,hi team biometric login stopped working after teh latest update.,app,account_access
TCK003069,what is teh early settlement figure for my loan acount please help,app,loan_servicing
TCK003070,hi team there are 2 transactions I do not recognise please block the card!,web,fraud_dispute
TCK003071,hi what documents do I need to update my address.,web,general_enquiry
TCK003072,"HI TEAM CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID REGARDS",email,account_access
TCK003073,hi team please explain teh interest charge on my last statement!,email,billing
TCK003074,good morning biometric login stopped working after the latest update!!,app,account_access
TCK003075,good morning I have been waiting 7 weeks for a response and this is unacceptable.,app,complaint
TCK003076,HELLO THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE MANY THANKS,phone_transcript,account_access
TCK003077,"HI TEAM MY ACCOUNT WAS COMPROMISED AFTER A PHISHING TEXT, £801.30 IS MISSING",app,fraud_dispute
TCK003078,how do I order a replacement card for a lost one thanks,email,general_enquiry
TCK003079,GOOD MORNING CAN SOMEONE LOOK AT MY ACCOUNT URGENTLY,email,billing
TCK003080,"hello duplicate direct debit taken, need a refund of £152.32!",app,billing
TCK003081,dear team can I change my monthly instalment date to the 3th.,email,loan_servicing
TCK003082,CAN I CHANGE MY MONTHLY INSTALMENT DATE TO THE 3TH!!,app,loan_servicing
TCK003083,"hello duplicate direct debit taken, need a refund of £242.66 many thanks",email,billing
TCK003084,"HI ISSUE WITH MY PAYMENT, SECOND TIME ASKING!!",phone_transcript,account_access
TCK003085,good morning the one time passcode never arrives on my phone please help,email,account_access
TCK003086,"hello unauthorised payment of £631.04 showing on statement, card was in my wallet",app,fraud_dispute
TCK003087,"HI CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID REGARDS",web,account_access
TCK003088,"please review my account, the numbers look wrong many thanks",app,complaint
TCK003089,need help with a charge on my account!!,web,general_enquiry
TCK003090,can someone look at my account urgently!,phone_transcript,account_access
TCK003091,I want to make an overpayment of £508.74 on my loan!!,app,loan_servicing
TCK003092,hello what are your branch opening hours on a saturday!,app,general_enquiry
TCK003093,dear team I want to make an overpayment of £418.59 on my loan please help,email,loan_servicing
TCK003094,HI THE ANNUAL FEE OF £303.51 WAS APPLIED TWICE TO MY STATEMENT THANKS,app,billing
TCK003095,hi team how do I order a replacement card for a lost one many thanks,app,general_enquiry
TCK003096,"unauthorised payment of £204.59 showing on statement, card was in my wallet",web,fraud_dispute
TCK003097,GOOD MORNING THE ANNUAL FEE OF £509.26 WAS APPLIED TWICE TO MY STATEMENT MANY THANKS,web,billing
TCK003098,"dear team please review my account, the numbers look wrong many thanks",web,account_access
